Date,Customer ID,Location,Category,Product,Quantity,Unit Price,Total Sales,Profit
2024-01-27,CUST0036,Kolkata,Technology,Laptop,1,3733.6,3733.6,369.55
2024-05-09,CUST0056,Bangalore,Technology,Laptop,10,2167.42,21674.2,1212.88
2024-02-26,CUST0140,Delhi,Technology,Laptop,9,1074.3,9668.7,1740.14
2024-03-12,CUST0109,Hyderabad,Office Supplies,Notebook,1,3818.16,3818.16,312.83
2024-06-03,CUST0092,Hyderabad,Furniture,Table,6,600.83,3604.98,454.18
2024-05-21,CUST0097,Chennai,Office Supplies,Paper,8,2727.52,21820.16,5337.72
2024-03-15,CUST0170,Bangalore,Office Supplies,Notebook,10,1042.21,10422.1,666.09
2024-04-04,CUST0094,Bangalore,Furniture,Table,2,1962.62,3925.24,552.21
2024-06-11,CUST0019,Mumbai,Office Supplies,Pen,5,3538.92,17694.6,3303.75
2024-05-22,CUST0164,Kolkata,Furniture,Table,3,2365.08,7095.24,737.83
2024-03-09,CUST0081,Delhi,Furniture,Bookshelf,1,1222.34,1222.34,68.96
2024-04-11,CUST0168,Delhi,Furniture,Table,10,4394.2,43942.0,4962.62
2024-03-08,CUST0144,Mumbai,Technology,Printer,3,1397.91,4193.73,416.54
2024-05-06,CUST0036,Mumbai,Technology,Printer,10,2057.06,20570.6,1930.84
2024-06-01,CUST0175,Delhi,Furniture,Chair,2,848.92,1697.84,139.22
2024-01-03,CUST0065,Mumbai,Furniture,Sofa,7,3019.85,21138.95,3035.76
2024-03-16,CUST0088,Chennai,Technology,Laptop,9,3779.3,34013.7,6929.26
2024-05-08,CUST0185,Hyderabad,Office Supplies,Pen,8,115.9,927.2,180.26
2024-04-05,CUST0051,Bangalore,Furniture,Chair,5,4224.18,21120.9,3200.5
2024-03-02,CUST0093,Hyderabad,Furniture,Chair,10,1688.36,16883.6,909.95
2024-05-16,CUST0125,Chennai,Furniture,Table,10,4740.05,47400.5,3182.03
2024-04-18,CUST0136,Mumbai,Furniture,Table,8,4739.56,37916.48,3148.03
2024-05-12,CUST0096,Delhi,Furniture,Table,5,2055.06,10275.3,1894.12
2024-02-28,CUST0151,Mumbai,Office Supplies,Paper,4,1201.02,4804.08,565.04
2024-01-09,CUST0059,Chennai,Technology,Headphones,1,447.87,447.87,78.92
2024-02-03,CUST0055,Mumbai,Office Supplies,Paper,9,1266.22,11395.98,2094.53
2024-01-25,CUST0049,Chennai,Technology,Printer,4,3944.64,15778.56,3337.16
2024-06-21,CUST0187,Chennai,Technology,Printer,6,2175.54,13053.24,1871.9
2024-02-19,CUST0028,Bangalore,Technology,Laptop,1,2072.84,2072.84,244.31
2024-04-23,CUST0064,Chennai,Furniture,Sofa,3,2167.22,6501.66,687.28
2024-03-01,CUST0004,Chennai,Technology,Laptop,1,3295.51,3295.51,521.08
2024-04-07,CUST0016,Bangalore,Furniture,Sofa,8,2458.66,19669.28,4384.87
2024-06-27,CUST0074,Delhi,Furniture,Sofa,5,4639.94,23199.7,4802.94
2024-05-18,CUST0015,Mumbai,Technology,Printer,3,1030.5,3091.5,289.18
2024-01-15,CUST0136,Bangalore,Furniture,Bookshelf,1,345.7,345.7,50.25
2024-01-31,CUST0061,Delhi,Technology,Laptop,3,435.75,1307.25,83.13
2024-05-29,CUST0108,Kolkata,Technology,Headphones,10,3013.14,30131.4,5239.14
2024-04-11,CUST0062,Hyderabad,Technology,Monitor,5,1100.87,5504.35,1063.65
2024-04-27,CUST0019,Chennai,Furniture,Bookshelf,8,1649.27,13194.16,2643.75
2024-01-18,CUST0034,Hyderabad,Technology,Laptop,2,2734.41,5468.82,826.76
2024-06-05,CUST0181,Hyderabad,Furniture,Bookshelf,5,872.96,4364.8,946.07
2024-01-30,CUST0035,Hyderabad,Technology,Laptop,9,1566.96,14102.64,2576.24
2024-06-24,CUST0088,Bangalore,Furniture,Table,5,1480.61,7403.05,682.01
2024-06-11,CUST0014,Chennai,Technology,Monitor,9,2493.81,22444.29,5186.14
2024-02-11,CUST0164,Hyderabad,Office Supplies,Notebook,1,117.37,117.37,23.97
2024-06-25,CUST0029,Chennai,Technology,Printer,9,3557.77,32019.93,5193.04
2024-03-19,CUST0033,Chennai,Furniture,Chair,6,2954.3,17725.8,1411.31
2024-05-23,CUST0027,Hyderabad,Office Supplies,Paper,6,1129.38,6776.28,676.99
2024-01-07,CUST0046,Delhi,Office Supplies,Pen,4,4336.57,17346.28,4254.02
2024-02-10,CUST0064,Hyderabad,Furniture,Bookshelf,7,4030.95,28216.65,6287.03
2024-04-27,CUST0057,Bangalore,Technology,Laptop,7,4373.62,30615.34,6787.99
2024-03-12,CUST0103,Hyderabad,Office Supplies,Notebook,4,1192.33,4769.32,868.05
2024-01-08,CUST0138,Hyderabad,Furniture,Bookshelf,6,3243.26,19459.56,2528.49
2024-06-01,CUST0010,Chennai,Furniture,Bookshelf,3,2944.89,8834.67,2179.6
2024-05-27,CUST0030,Delhi,Office Supplies,Notebook,6,2238.33,13429.98,3315.15
2024-06-20,CUST0138,Kolkata,Furniture,Bookshelf,1,3573.05,3573.05,179.86
2024-03-21,CUST0085,Mumbai,Furniture,Bookshelf,7,442.87,3100.09,566.84
2024-06-27,CUST0084,Delhi,Technology,Laptop,5,2584.9,12924.5,2370.08
2024-02-14,CUST0174,Kolkata,Office Supplies,Pen,4,2160.19,8640.76,2057.13
2024-04-20,CUST0074,Bangalore,Technology,Monitor,7,2784.89,19494.23,976.29
2024-02-13,CUST0131,Delhi,Technology,Monitor,8,2264.75,18118.0,3354.1
2024-03-01,CUST0086,Chennai,Technology,Laptop,5,2625.71,13128.55,2318.35
2024-05-01,CUST0012,Bangalore,Technology,Monitor,4,4052.16,16208.64,1288.11
2024-06-27,CUST0050,Kolkata,Technology,Laptop,8,2130.76,17046.08,2999.31
2024-04-18,CUST0002,Chennai,Office Supplies,Stapler,7,1295.52,9068.64,1643.34
2024-02-04,CUST0032,Delhi,Furniture,Table,9,2376.29,21386.61,3453.53
2024-05-20,CUST0130,Delhi,Office Supplies,Notebook,8,3102.0,24816.0,4810.7
2024-05-13,CUST0164,Hyderabad,Office Supplies,Pen,8,2305.34,18442.72,3695.1
2024-03-26,CUST0061,Hyderabad,Office Supplies,Pen,5,2255.38,11276.9,2173.16
2024-02-24,CUST0040,Kolkata,Office Supplies,Paper,3,839.07,2517.21,318.7
2024-04-17,CUST0016,Bangalore,Furniture,Sofa,7,1721.32,12049.24,1725.27
2024-04-09,CUST0091,Hyderabad,Office Supplies,Paper,10,1963.87,19638.7,1005.09
2024-03-27,CUST0008,Delhi,Office Supplies,Pen,8,1175.17,9401.36,1289.56
2024-01-07,CUST0160,Mumbai,Technology,Printer,3,4218.48,12655.44,2960.21
2024-01-13,CUST0119,Bangalore,Office Supplies,Paper,2,3249.47,6498.94,501.33
2024-03-12,CUST0195,Delhi,Office Supplies,Stapler,6,1137.14,6822.84,787.15
2024-02-27,CUST0014,Hyderabad,Office Supplies,Notebook,2,2404.5,4809.0,960.86
2024-06-08,CUST0052,Chennai,Technology,Laptop,1,3795.74,3795.74,910.68
2024-06-28,CUST0056,Delhi,Furniture,Table,3,2420.45,7261.35,529.19
2024-02-11,CUST0184,Chennai,Office Supplies,Notebook,3,3068.87,9206.61,2234.88
2024-04-11,CUST0174,Delhi,Office Supplies,Paper,10,225.82,2258.2,253.8
2024-06-27,CUST0063,Chennai,Technology,Headphones,2,3001.28,6002.56,1297.24
2024-04-04,CUST0110,Kolkata,Office Supplies,Paper,10,3934.91,39349.1,4699.89
2024-04-02,CUST0028,Delhi,Furniture,Bookshelf,1,4262.92,4262.92,914.25
2024-06-06,CUST0167,Hyderabad,Technology,Printer,3,2233.89,6701.67,1318.61
2024-03-03,CUST0069,Hyderabad,Technology,Printer,8,2234.32,17874.56,3507.08
2024-04-07,CUST0157,Kolkata,Furniture,Bookshelf,8,1294.93,10359.44,1480.8
2024-03-07,CUST0055,Hyderabad,Office Supplies,Paper,8,4269.67,34157.36,2950.1
2024-02-18,CUST0003,Mumbai,Office Supplies,Notebook,10,3535.8,35358.0,3721.56
2024-06-14,CUST0177,Delhi,Furniture,Table,7,2494.03,17458.21,3520.15
2024-06-26,CUST0057,Delhi,Technology,Printer,8,3985.37,31882.96,2187.51
2024-05-20,CUST0089,Delhi,Furniture,Bookshelf,10,1908.2,19082.0,3066.37
2024-02-19,CUST0031,Kolkata,Office Supplies,Notebook,8,1427.49,11419.92,1145.2
2024-05-03,CUST0050,Bangalore,Office Supplies,Paper,9,4759.3,42833.7,8054.14
2024-03-18,CUST0093,Bangalore,Office Supplies,Notebook,2,4179.88,8359.76,913.3
2024-02-02,CUST0075,Kolkata,Furniture,Table,5,323.03,1615.15,98.37
2024-04-22,CUST0121,Delhi,Technology,Printer,2,4376.33,8752.66,1442.55
2024-04-12,CUST0030,Chennai,Office Supplies,Pen,1,1337.14,1337.14,297.31
2024-03-18,CUST0039,Mumbai,Office Supplies,Paper,10,3184.28,31842.8,1933.55
2024-02-27,CUST0153,Mumbai,Furniture,Table,2,2834.56,5669.12,755.32
2024-03-19,CUST0151,Delhi,Technology,Printer,8,4551.67,36413.36,3986.19
2024-06-09,CUST0196,Bangalore,Technology,Laptop,10,4804.53,48045.3,3355.81
2024-01-01,CUST0020,Bangalore,Furniture,Bookshelf,2,869.58,1739.16,147.42
2024-03-13,CUST0074,Kolkata,Office Supplies,Stapler,10,2402.57,24025.7,1358.12
2024-06-18,CUST0161,Mumbai,Technology,Printer,2,3468.19,6936.38,1628.54
2024-01-19,CUST0069,Bangalore,Furniture,Sofa,2,2768.36,5536.72,993.99
2024-02-01,CUST0074,Delhi,Furniture,Table,5,3015.72,15078.6,3239.61
2024-01-21,CUST0127,Delhi,Office Supplies,Notebook,7,4719.11,33033.77,4958.19
2024-02-28,CUST0007,Chennai,Technology,Laptop,7,3699.22,25894.54,4421.3
2024-05-12,CUST0045,Delhi,Technology,Laptop,5,2923.61,14618.05,2961.94
2024-01-24,CUST0163,Delhi,Technology,Printer,5,989.3,4946.5,826.39
2024-04-15,CUST0042,Hyderabad,Office Supplies,Notebook,7,1733.21,12132.47,2232.7
2024-01-10,CUST0195,Mumbai,Technology,Printer,5,3346.66,16733.3,2176.84
2024-05-11,CUST0198,Delhi,Office Supplies,Paper,6,1336.75,8020.5,586.97
2024-06-09,CUST0160,Delhi,Furniture,Sofa,7,365.6,2559.2,393.32
2024-06-27,CUST0074,Delhi,Office Supplies,Paper,4,1408.58,5634.32,429.35
2024-02-10,CUST0062,Kolkata,Office Supplies,Paper,1,4868.42,4868.42,836.27
2024-01-31,CUST0030,Delhi,Office Supplies,Paper,9,2099.15,18892.35,1793.64
2024-04-16,CUST0181,Hyderabad,Technology,Headphones,8,4670.0,37360.0,4048.79
2024-05-10,CUST0049,Mumbai,Office Supplies,Stapler,4,2338.25,9353.0,738.22
2024-05-09,CUST0107,Hyderabad,Technology,Headphones,2,1453.61,2907.22,604.71
2024-05-05,CUST0149,Kolkata,Office Supplies,Paper,5,3657.65,18288.25,3977.61
2024-04-06,CUST0196,Mumbai,Furniture,Sofa,9,2473.27,22259.43,2592.96
2024-04-15,CUST0099,Bangalore,Office Supplies,Notebook,4,4905.8,19623.2,1918.39
2024-06-15,CUST0099,Kolkata,Furniture,Bookshelf,8,3555.62,28444.96,6038.35
2024-04-22,CUST0085,Chennai,Furniture,Sofa,1,718.61,718.61,174.67
2024-01-20,CUST0168,Bangalore,Furniture,Sofa,1,3639.97,3639.97,480.46
2024-06-21,CUST0021,Hyderabad,Office Supplies,Notebook,6,3153.97,18923.82,2450.57
2024-01-10,CUST0125,Mumbai,Technology,Printer,6,3171.32,19027.92,4328.62
2024-01-24,CUST0059,Kolkata,Technology,Laptop,4,3192.69,12770.76,2990.73
2024-03-24,CUST0008,Chennai,Office Supplies,Paper,2,2274.02,4548.04,858.67
2024-05-24,CUST0136,Delhi,Furniture,Bookshelf,6,1936.72,11620.32,919.33
2024-06-23,CUST0098,Mumbai,Technology,Headphones,3,957.84,2873.52,493.95
2024-03-06,CUST0066,Delhi,Furniture,Sofa,10,801.28,8012.8,1139.66
2024-04-23,CUST0041,Chennai,Technology,Laptop,8,4515.93,36127.44,6702.44
2024-04-08,CUST0078,Bangalore,Office Supplies,Notebook,7,3482.54,24377.78,3446.22
2024-03-16,CUST0076,Kolkata,Office Supplies,Paper,4,1968.69,7874.76,959.08
2024-01-13,CUST0200,Kolkata,Furniture,Sofa,5,139.68,698.4,155.75
2024-06-11,CUST0091,Bangalore,Technology,Printer,5,3901.13,19505.65,1873.0
2024-03-20,CUST0166,Chennai,Furniture,Bookshelf,3,3178.42,9535.26,2199.6
2024-04-16,CUST0076,Hyderabad,Office Supplies,Paper,10,1887.82,18878.2,1440.07
2024-05-08,CUST0094,Mumbai,Furniture,Table,3,3953.91,11861.73,2672.35
2024-03-27,CUST0076,Kolkata,Office Supplies,Pen,5,4578.84,22894.2,5467.99
2024-06-21,CUST0174,Kolkata,Furniture,Sofa,2,789.71,1579.42,384.27
2024-04-26,CUST0138,Chennai,Office Supplies,Notebook,2,3974.34,7948.68,419.56
2024-06-21,CUST0096,Chennai,Office Supplies,Notebook,10,1967.02,19670.2,3495.59
2024-02-26,CUST0084,Mumbai,Furniture,Sofa,1,3135.78,3135.78,748.3
2024-02-05,CUST0105,Chennai,Technology,Laptop,8,4556.0,36448.0,4025.25
2024-02-04,CUST0061,Mumbai,Furniture,Chair,5,4980.04,24900.2,1823.29
2024-05-30,CUST0139,Delhi,Office Supplies,Stapler,6,3385.38,20312.28,4034.59
2024-03-12,CUST0158,Delhi,Technology,Headphones,7,3309.12,23163.84,5020.5
2024-06-24,CUST0093,Chennai,Furniture,Bookshelf,4,2272.58,9090.32,2182.69
2024-01-24,CUST0032,Delhi,Office Supplies,Notebook,1,2050.88,2050.88,180.4
2024-02-02,CUST0086,Bangalore,Technology,Headphones,10,4858.36,48583.6,2920.64
2024-02-29,CUST0151,Bangalore,Technology,Headphones,2,4166.11,8332.22,1340.17
2024-05-18,CUST0038,Bangalore,Office Supplies,Pen,10,113.89,1138.9,252.47
2024-03-01,CUST0004,Hyderabad,Office Supplies,Pen,2,3339.18,6678.36,368.35
2024-05-14,CUST0190,Delhi,Technology,Monitor,1,953.81,953.81,57.69
2024-04-25,CUST0152,Chennai,Furniture,Chair,8,2296.55,18372.4,2248.92
2024-03-18,CUST0169,Mumbai,Technology,Headphones,10,312.49,3124.9,645.75
2024-01-28,CUST0110,Kolkata,Office Supplies,Paper,1,4993.08,4993.08,1095.78
2024-02-02,CUST0038,Chennai,Office Supplies,Stapler,2,4506.41,9012.82,1031.27
2024-06-03,CUST0117,Mumbai,Office Supplies,Notebook,7,4973.68,34815.76,5435.14
2024-02-25,CUST0197,Mumbai,Office Supplies,Paper,2,4278.68,8557.36,1541.89
2024-01-25,CUST0103,Delhi,Office Supplies,Stapler,4,2127.69,8510.76,1833.93
2024-05-01,CUST0040,Kolkata,Office Supplies,Stapler,6,3359.03,20154.18,2516.46
2024-02-03,CUST0190,Hyderabad,Furniture,Chair,2,556.83,1113.66,77.19
2024-04-15,CUST0172,Chennai,Technology,Laptop,10,4787.46,47874.6,7771.8
2024-05-27,CUST0091,Chennai,Office Supplies,Stapler,1,4845.15,4845.15,824.07
2024-05-22,CUST0028,Hyderabad,Technology,Headphones,3,3318.01,9954.03,944.13
2024-06-06,CUST0144,Mumbai,Office Supplies,Paper,5,2913.09,14565.45,3079.78
2024-02-16,CUST0069,Chennai,Technology,Laptop,10,4652.51,46525.1,10044.4
2024-06-17,CUST0037,Mumbai,Office Supplies,Notebook,6,1820.01,10920.06,942.19
2024-05-15,CUST0024,Kolkata,Office Supplies,Paper,3,3730.75,11192.25,2734.96
2024-03-24,CUST0080,Kolkata,Furniture,Sofa,7,2322.86,16260.02,1324.9
2024-01-21,CUST0013,Kolkata,Technology,Laptop,1,862.34,862.34,173.23
2024-05-11,CUST0070,Bangalore,Office Supplies,Stapler,7,2479.74,17358.18,2402.53
2024-05-14,CUST0152,Delhi,Furniture,Bookshelf,7,643.36,4503.52,836.05
2024-02-22,CUST0015,Chennai,Technology,Monitor,1,1180.54,1180.54,291.46
2024-05-07,CUST0031,Chennai,Office Supplies,Pen,3,3844.39,11533.17,1244.31
2024-05-23,CUST0059,Mumbai,Technology,Printer,3,733.01,2199.03,344.18
2024-04-27,CUST0112,Chennai,Technology,Monitor,2,2045.65,4091.3,811.75
2024-03-15,CUST0164,Delhi,Furniture,Bookshelf,10,2203.49,22034.9,2884.03
2024-06-25,CUST0159,Delhi,Furniture,Sofa,1,4834.38,4834.38,407.9
2024-05-14,CUST0151,Delhi,Office Supplies,Paper,7,4237.97,29665.79,2926.92
2024-01-20,CUST0200,Bangalore,Furniture,Sofa,5,3754.44,18772.2,1770.49
2024-06-14,CUST0090,Hyderabad,Technology,Laptop,9,2598.77,23388.93,5407.16
2024-06-16,CUST0155,Bangalore,Furniture,Table,2,817.58,1635.16,146.27
2024-06-23,CUST0149,Delhi,Furniture,Table,8,2373.37,18986.96,3090.07
2024-03-18,CUST0114,Kolkata,Technology,Monitor,6,839.69,5038.14,320.71
2024-01-15,CUST0116,Chennai,Office Supplies,Paper,6,2585.95,15515.7,1739.02
2024-06-01,CUST0024,Mumbai,Office Supplies,Notebook,2,3258.87,6517.74,1599.93
2024-04-25,CUST0190,Chennai,Technology,Printer,8,2943.61,23548.88,5671.66
2024-01-27,CUST0016,Delhi,Technology,Headphones,6,3064.53,18387.18,2763.11
2024-04-22,CUST0182,Delhi,Office Supplies,Paper,9,3266.02,29394.18,1699.82
2024-06-22,CUST0105,Hyderabad,Technology,Headphones,6,1926.97,11561.82,1232.24
2024-03-13,CUST0174,Delhi,Technology,Laptop,6,422.97,2537.82,174.86
2024-06-16,CUST0090,Hyderabad,Office Supplies,Pen,6,499.36,2996.16,547.47
2024-04-06,CUST0080,Mumbai,Technology,Printer,3,3015.7,9047.1,2149.59
2024-05-14,CUST0190,Kolkata,Technology,Monitor,3,3383.57,10150.71,2190.44
2024-03-28,CUST0047,Bangalore,Furniture,Sofa,9,1872.96,16856.64,2065.27
2024-05-09,CUST0076,Chennai,Office Supplies,Pen,4,4999.89,19999.56,1619.75
2024-02-09,CUST0153,Delhi,Technology,Laptop,6,4394.32,26365.92,4577.29
2024-04-15,CUST0113,Chennai,Furniture,Table,10,4064.31,40643.1,3377.76
2024-05-16,CUST0115,Bangalore,Office Supplies,Pen,8,3091.92,24735.36,4958.9
2024-04-22,CUST0174,Mumbai,Furniture,Bookshelf,8,4529.47,36235.76,3217.85
2024-06-03,CUST0042,Bangalore,Office Supplies,Notebook,7,2564.24,17949.68,2400.45
2024-05-12,CUST0142,Chennai,Furniture,Bookshelf,1,3241.78,3241.78,728.83
2024-04-21,CUST0132,Bangalore,Furniture,Bookshelf,2,3839.27,7678.54,802.85
2024-04-11,CUST0107,Chennai,Furniture,Table,8,4434.69,35477.52,8376.04
2024-03-22,CUST0058,Chennai,Technology,Monitor,4,1992.21,7968.84,528.5
2024-02-05,CUST0121,Kolkata,Furniture,Bookshelf,3,774.24,2322.72,249.4
2024-02-25,CUST0005,Hyderabad,Technology,Printer,8,3115.21,24921.68,5761.18
2024-03-02,CUST0032,Chennai,Furniture,Sofa,2,3903.25,7806.5,761.35
2024-01-05,CUST0153,Mumbai,Office Supplies,Stapler,2,643.2,1286.4,297.2
2024-05-26,CUST0091,Bangalore,Technology,Headphones,3,1527.23,4581.69,230.52
2024-05-09,CUST0135,Mumbai,Office Supplies,Pen,2,2665.07,5330.14,650.92
2024-03-05,CUST0100,Hyderabad,Technology,Laptop,7,4379.32,30655.24,1799.67
2024-06-09,CUST0188,Kolkata,Technology,Laptop,6,3963.75,23782.5,2829.18
2024-06-24,CUST0165,Bangalore,Furniture,Bookshelf,3,317.24,951.72,151.52
2024-01-10,CUST0199,Delhi,Office Supplies,Stapler,3,4076.34,12229.02,765.78
2024-05-11,CUST0081,Hyderabad,Office Supplies,Pen,1,3976.44,3976.44,903.28
2024-01-13,CUST0074,Hyderabad,Office Supplies,Stapler,5,279.44,1397.2,250.63
2024-04-22,CUST0103,Kolkata,Technology,Monitor,5,709.93,3549.65,438.75
2024-01-22,CUST0133,Hyderabad,Office Supplies,Notebook,3,2531.4,7594.2,1135.37
2024-03-16,CUST0047,Mumbai,Technology,Printer,2,2209.98,4419.96,1100.66
2024-04-19,CUST0115,Mumbai,Office Supplies,Paper,2,1706.81,3413.62,372.52
2024-04-21,CUST0091,Mumbai,Furniture,Sofa,6,2290.94,13745.64,2685.39
2024-06-22,CUST0132,Kolkata,Office Supplies,Paper,2,3388.8,6777.6,889.51
2024-02-02,CUST0113,Chennai,Furniture,Chair,3,4258.48,12775.44,2371.35
2024-02-09,CUST0009,Mumbai,Furniture,Table,6,1874.54,11247.24,2698.14
2024-05-15,CUST0147,Bangalore,Technology,Printer,6,1922.87,11537.22,2337.64
2024-02-17,CUST0030,Chennai,Office Supplies,Stapler,6,3282.85,19697.1,1968.18
2024-02-24,CUST0181,Delhi,Office Supplies,Stapler,9,677.03,6093.27,1249.08
2024-02-14,CUST0019,Delhi,Technology,Monitor,8,1080.87,8646.96,667.08
2024-03-29,CUST0082,Kolkata,Technology,Printer,2,4071.51,8143.02,1982.93
2024-06-28,CUST0041,Kolkata,Technology,Laptop,9,2756.64,24809.76,5663.23
2024-03-01,CUST0052,Bangalore,Technology,Headphones,6,2592.9,15557.4,1155.49
2024-06-05,CUST0142,Bangalore,Office Supplies,Paper,6,2814.71,16888.26,2090.47
2024-04-15,CUST0123,Mumbai,Furniture,Chair,5,2050.98,10254.9,1983.16
2024-06-23,CUST0116,Delhi,Office Supplies,Paper,3,4864.66,14593.98,2604.55
2024-02-16,CUST0164,Mumbai,Technology,Monitor,3,4402.0,13206.0,2721.13
2024-02-09,CUST0032,Mumbai,Furniture,Sofa,9,4562.49,41062.41,2508.2
2024-03-13,CUST0089,Mumbai,Office Supplies,Pen,3,1681.04,5043.12,967.61
2024-03-18,CUST0033,Kolkata,Furniture,Bookshelf,4,3211.78,12847.12,2057.7
2024-02-13,CUST0149,Bangalore,Technology,Laptop,9,3240.84,29167.56,4910.7
2024-06-13,CUST0021,Chennai,Technology,Monitor,10,301.85,3018.5,672.39
2024-05-07,CUST0164,Chennai,Technology,Monitor,4,3858.1,15432.4,2057.41
2024-03-17,CUST0176,Delhi,Technology,Monitor,5,2466.43,12332.15,2601.31
