Date,Customer ID,Location,Category,Product,Quantity,Unit Price,Total Sales,Profit
2024-03-28,CUST0119,Bangalore,Office Supplies,Paper,1,874.59,874.59,116.43
2024-02-03,CUST0089,Delhi,Technology,Headphones,6,4321.28,25927.68,2952.21
2024-02-06,CUST0116,Bangalore,Office Supplies,Paper,6,1284.52,7707.12,574.21
2024-02-10,CUST0108,Bangalore,Furniture,Chair,5,4732.39,23661.95,5272.66
2024-05-07,CUST0132,Delhi,Office Supplies,Notebook,4,3839.29,15357.16,2298.25
2024-02-25,CUST0118,Bangalore,Office Supplies,Stapler,1,541.24,541.24,69.63
2024-04-30,CUST0168,Kolkata,Technology,Monitor,1,347.65,347.65,51.79
2024-04-13,CUST0187,Hyderabad,Office Supplies,Paper,2,2211.55,4423.1,1001.79
2024-03-14,CUST0093,Mumbai,Office Supplies,Paper,7,350.67,2454.69,398.55
2024-06-05,CUST0160,Kolkata,Furniture,Sofa,9,2306.74,20760.66,3321.11
2024-04-03,CUST0087,Mumbai,Furniture,Table,2,2030.13,4060.26,848.51
2024-02-05,CUST0012,Chennai,Furniture,Table,10,2594.7,25947.0,3892.45
2024-03-24,CUST0132,Bangalore,Technology,Monitor,8,2644.73,21157.84,1688.14
2024-03-27,CUST0077,Mumbai,Technology,Monitor,3,2025.48,6076.44,1053.05
2024-06-21,CUST0095,Hyderabad,Technology,Printer,10,1568.97,15689.7,3344.26
2024-01-07,CUST0177,Kolkata,Furniture,Sofa,10,1607.62,16076.2,3693.56
2024-05-27,CUST0199,Mumbai,Technology,Printer,5,4838.65,24193.25,4997.86
2024-04-07,CUST0185,Mumbai,Furniture,Chair,10,2454.2,24542.0,3800.24
2024-04-22,CUST0049,Chennai,Furniture,Table,1,2905.59,2905.59,552.36
2024-04-30,CUST0129,Mumbai,Office Supplies,Stapler,3,2123.5,6370.5,578.3
2024-05-14,CUST0170,Delhi,Technology,Laptop,3,2641.55,7924.65,1285.2
2024-06-22,CUST0140,Hyderabad,Office Supplies,Notebook,3,2352.35,7057.05,1105.31
2024-03-17,CUST0072,Mumbai,Technology,Monitor,10,2472.48,24724.8,5970.24
2024-05-02,CUST0126,Hyderabad,Furniture,Bookshelf,5,3554.01,17770.05,3341.62
2024-03-29,CUST0098,Delhi,Office Supplies,Notebook,5,697.18,3485.9,646.02
2024-06-16,CUST0089,Delhi,Furniture,Bookshelf,1,1509.39,1509.39,291.05
2024-03-10,CUST0144,Kolkata,Office Supplies,Stapler,4,1090.13,4360.52,687.72
2024-05-15,CUST0013,Kolkata,Furniture,Chair,10,3730.37,37303.7,3650.41
2024-06-23,CUST0121,Chennai,Furniture,Table,1,590.97,590.97,68.59
2024-05-02,CUST0168,Delhi,Furniture,Chair,9,4891.76,44025.84,3591.99
2024-06-15,CUST0197,Chennai,Technology,Headphones,5,1673.72,8368.6,1499.48
2024-04-16,CUST0010,Bangalore,Technology,Headphones,9,3719.56,33476.04,7366.96
2024-01-10,CUST0192,Hyderabad,Furniture,Chair,7,3961.01,27727.07,2419.53
2024-04-26,CUST0086,Hyderabad,Furniture,Bookshelf,10,3053.64,30536.4,7197.15
2024-03-25,CUST0050,Chennai,Technology,Printer,3,4270.19,12810.57,1839.65
2024-05-25,CUST0087,Hyderabad,Furniture,Sofa,5,3621.13,18105.65,956.28
2024-05-11,CUST0104,Delhi,Technology,Headphones,3,3093.68,9281.04,1649.66
2024-03-23,CUST0036,Delhi,Office Supplies,Paper,7,3379.35,23655.45,2056.99
2024-03-18,CUST0069,Hyderabad,Furniture,Chair,5,1979.51,9897.55,1379.19
2024-01-31,CUST0016,Kolkata,Technology,Laptop,5,3303.05,16515.25,3114.01
2024-06-25,CUST0181,Hyderabad,Office Supplies,Notebook,3,2086.54,6259.62,942.1
2024-02-09,CUST0035,Delhi,Furniture,Bookshelf,6,3111.66,18669.96,1751.72
2024-06-19,CUST0194,Mumbai,Office Supplies,Notebook,7,3539.51,24776.57,5762.02
2024-06-29,CUST0115,Mumbai,Furniture,Table,10,4378.36,43783.6,2906.1
2024-05-26,CUST0130,Bangalore,Office Supplies,Paper,10,649.82,6498.2,1402.02
2024-02-22,CUST0030,Kolkata,Technology,Headphones,3,1707.78,5123.34,789.34
2024-02-03,CUST0015,Delhi,Technology,Printer,2,4504.56,9009.12,1253.14
2024-01-06,CUST0173,Hyderabad,Technology,Printer,8,2863.16,22905.28,3705.15
2024-03-29,CUST0012,Delhi,Office Supplies,Notebook,1,3754.44,3754.44,621.97
2024-01-09,CUST0018,Delhi,Technology,Laptop,9,4971.21,44740.89,10599.86
2024-04-17,CUST0187,Kolkata,Office Supplies,Stapler,3,3867.96,11603.88,2357.51
2024-06-23,CUST0097,Chennai,Office Supplies,Stapler,8,4361.14,34889.12,8071.72
2024-02-02,CUST0101,Mumbai,Technology,Headphones,6,681.3,4087.8,1016.1
2024-05-19,CUST0119,Kolkata,Technology,Headphones,1,3805.28,3805.28,934.95
2024-01-29,CUST0071,Bangalore,Office Supplies,Stapler,4,1312.81,5251.24,626.12
2024-02-22,CUST0005,Bangalore,Furniture,Sofa,10,3853.66,38536.6,8738.23
2024-03-03,CUST0181,Chennai,Furniture,Chair,10,264.52,2645.2,448.51
2024-02-05,CUST0194,Chennai,Technology,Laptop,7,2250.92,15756.44,2488.76
2024-06-02,CUST0082,Mumbai,Technology,Monitor,4,4097.35,16389.4,3217.3
2024-02-26,CUST0170,Mumbai,Technology,Monitor,4,1578.65,6314.6,496.66
2024-06-09,CUST0189,Bangalore,Office Supplies,Notebook,5,398.69,1993.45,477.84
2024-04-07,CUST0165,Kolkata,Technology,Printer,9,2528.54,22756.86,5563.1
2024-05-01,CUST0048,Mumbai,Technology,Monitor,7,2100.47,14703.29,1617.03
2024-05-23,CUST0119,Chennai,Furniture,Table,5,4301.95,21509.75,1696.48
2024-03-25,CUST0066,Bangalore,Office Supplies,Stapler,9,2696.96,24272.64,3099.22
2024-01-14,CUST0186,Bangalore,Technology,Laptop,8,4250.95,34007.6,2329.28
2024-06-20,CUST0049,Mumbai,Office Supplies,Stapler,10,3054.32,30543.2,6863.79
2024-02-24,CUST0078,Chennai,Technology,Headphones,8,1123.56,8988.48,2079.99
2024-04-11,CUST0181,Bangalore,Furniture,Chair,8,4580.76,36646.08,6930.7
2024-03-07,CUST0092,Hyderabad,Furniture,Bookshelf,5,1965.24,9826.2,1540.06
2024-02-22,CUST0121,Hyderabad,Office Supplies,Stapler,8,583.18,4665.44,1148.93
2024-01-05,CUST0190,Bangalore,Office Supplies,Notebook,7,324.01,2268.07,505.36
2024-03-03,CUST0098,Mumbai,Office Supplies,Stapler,5,846.82,4234.1,491.04
2024-05-05,CUST0186,Kolkata,Office Supplies,Notebook,5,3840.47,19202.35,2836.65
2024-05-18,CUST0126,Bangalore,Office Supplies,Pen,6,929.4,5576.4,1082.17
2024-01-02,CUST0172,Chennai,Technology,Laptop,9,265.74,2391.66,524.59
2024-04-26,CUST0056,Mumbai,Office Supplies,Pen,4,433.04,1732.16,138.93
2024-05-04,CUST0124,Kolkata,Office Supplies,Paper,10,3224.87,32248.7,7635.87
2024-03-11,CUST0136,Kolkata,Furniture,Chair,9,2803.05,25227.45,1321.17
2024-01-28,CUST0111,Bangalore,Technology,Monitor,1,2560.86,2560.86,485.47
2024-04-11,CUST0091,Hyderabad,Furniture,Table,4,1040.47,4161.88,646.3
2024-03-17,CUST0179,Bangalore,Furniture,Bookshelf,7,2349.09,16443.63,1622.03
2024-01-15,CUST0142,Delhi,Technology,Laptop,1,558.15,558.15,70.24
2024-05-24,CUST0166,Hyderabad,Technology,Laptop,3,505.16,1515.48,331.99
2024-03-10,CUST0146,Delhi,Furniture,Chair,4,1135.94,4543.76,1016.09
2024-03-21,CUST0009,Bangalore,Furniture,Chair,5,4506.63,22533.15,3666.19
2024-03-17,CUST0102,Chennai,Furniture,Table,10,806.54,8065.4,1727.11
2024-04-08,CUST0139,Hyderabad,Furniture,Table,10,4189.79,41897.9,5355.86
2024-04-21,CUST0014,Chennai,Technology,Headphones,2,2553.88,5107.76,1250.71
2024-03-24,CUST0153,Delhi,Furniture,Chair,6,3065.33,18391.98,3177.64
2024-02-17,CUST0097,Delhi,Furniture,Bookshelf,8,2503.96,20031.68,2427.08
2024-01-19,CUST0064,Kolkata,Technology,Printer,2,3883.62,7767.24,847.22
2024-04-09,CUST0040,Kolkata,Furniture,Bookshelf,3,1962.0,5886.0,1217.1
2024-03-10,CUST0114,Hyderabad,Office Supplies,Notebook,2,548.45,1096.9,261.71
2024-04-14,CUST0143,Mumbai,Furniture,Table,2,1018.22,2036.44,284.63
2024-04-08,CUST0154,Hyderabad,Furniture,Chair,2,1834.18,3668.36,251.7
2024-05-26,CUST0144,Bangalore,Furniture,Bookshelf,7,2000.22,14001.54,937.26
2024-02-07,CUST0069,Delhi,Technology,Headphones,7,930.56,6513.92,676.04
2024-03-05,CUST0020,Hyderabad,Furniture,Table,7,1452.21,10165.47,1117.7
2024-01-02,CUST0035,Hyderabad,Furniture,Sofa,10,3121.68,31216.8,4419.44
2024-04-20,CUST0113,Hyderabad,Office Supplies,Notebook,10,1961.46,19614.6,4363.06
2024-03-21,CUST0052,Delhi,Technology,Headphones,5,1671.26,8356.3,2000.96
2024-03-03,CUST0126,Mumbai,Furniture,Sofa,6,1528.1,9168.6,1732.79
2024-02-21,CUST0030,Mumbai,Office Supplies,Stapler,5,4100.82,20504.1,2636.56
2024-04-22,CUST0182,Bangalore,Technology,Headphones,9,231.89,2087.01,407.89
2024-03-05,CUST0078,Bangalore,Office Supplies,Paper,7,3397.59,23783.13,1851.18
2024-05-29,CUST0154,Delhi,Technology,Headphones,7,3966.48,27765.36,1799.0
2024-06-01,CUST0180,Mumbai,Office Supplies,Stapler,9,280.15,2521.35,614.42
2024-06-14,CUST0091,Bangalore,Technology,Laptop,2,3867.87,7735.74,1404.19
2024-04-20,CUST0103,Hyderabad,Technology,Laptop,10,4919.68,49196.8,9125.73
2024-05-28,CUST0133,Mumbai,Furniture,Chair,2,1367.82,2735.64,416.19
2024-06-25,CUST0174,Mumbai,Technology,Headphones,8,1933.19,15465.52,2205.58
2024-01-22,CUST0076,Delhi,Technology,Headphones,6,4988.74,29932.44,4386.73
2024-05-03,CUST0053,Mumbai,Furniture,Table,6,1628.26,9769.56,1378.16
2024-03-17,CUST0082,Chennai,Office Supplies,Stapler,2,2247.01,4494.02,850.95
2024-03-03,CUST0174,Bangalore,Furniture,Chair,1,4260.98,4260.98,765.25
2024-04-13,CUST0119,Bangalore,Technology,Headphones,9,884.66,7961.94,1289.59
2024-06-06,CUST0008,Kolkata,Technology,Headphones,3,3238.35,9715.05,1325.39
2024-03-12,CUST0055,Bangalore,Furniture,Sofa,10,2204.81,22048.1,1122.03
2024-03-24,CUST0048,Hyderabad,Technology,Laptop,10,598.59,5985.9,1343.21
2024-03-21,CUST0136,Kolkata,Furniture,Sofa,2,1385.53,2771.06,616.64
2024-06-07,CUST0091,Delhi,Technology,Printer,10,2023.47,20234.7,1474.03
2024-03-02,CUST0081,Chennai,Furniture,Bookshelf,10,2991.82,29918.2,5517.57
2024-06-01,CUST0100,Delhi,Office Supplies,Paper,3,1929.2,5787.6,453.01
2024-02-14,CUST0178,Kolkata,Furniture,Sofa,7,1010.19,7071.33,1252.33
2024-01-14,CUST0116,Mumbai,Technology,Headphones,8,1515.29,12122.32,1059.73
2024-06-16,CUST0144,Mumbai,Office Supplies,Paper,8,769.02,6152.16,1310.68
2024-01-22,CUST0126,Bangalore,Office Supplies,Stapler,8,2136.59,17092.72,3725.84
2024-02-13,CUST0138,Hyderabad,Technology,Laptop,4,1531.24,6124.96,642.94
2024-04-03,CUST0069,Mumbai,Office Supplies,Stapler,9,2602.95,23426.55,3854.67
2024-06-16,CUST0027,Kolkata,Technology,Laptop,8,2777.13,22217.04,5508.83
2024-01-31,CUST0023,Delhi,Furniture,Bookshelf,1,2303.69,2303.69,275.79
2024-04-19,CUST0157,Kolkata,Furniture,Table,10,3476.75,34767.5,7725.68
2024-05-16,CUST0146,Hyderabad,Furniture,Table,4,4086.3,16345.2,3450.28
2024-05-11,CUST0147,Hyderabad,Office Supplies,Pen,6,4897.1,29382.6,3188.8
2024-06-16,CUST0016,Hyderabad,Technology,Laptop,3,4817.58,14452.74,2993.71
2024-04-10,CUST0064,Kolkata,Furniture,Table,4,816.59,3266.36,373.73
2024-01-20,CUST0097,Delhi,Office Supplies,Pen,10,3198.77,31987.7,5615.84
2024-05-04,CUST0095,Delhi,Technology,Laptop,7,2626.51,18385.57,1942.35
2024-04-01,CUST0171,Kolkata,Office Supplies,Paper,2,3681.57,7363.14,1043.28
2024-03-23,CUST0127,Hyderabad,Furniture,Sofa,4,4843.83,19375.32,4165.1
2024-06-23,CUST0125,Hyderabad,Office Supplies,Notebook,9,2931.87,26386.83,4307.08
2024-02-10,CUST0005,Chennai,Furniture,Chair,2,3168.28,6336.56,1377.19
2024-06-15,CUST0177,Bangalore,Office Supplies,Stapler,1,4960.01,4960.01,672.38
2024-06-19,CUST0022,Hyderabad,Office Supplies,Pen,5,557.37,2786.85,340.24
2024-04-19,CUST0180,Bangalore,Technology,Headphones,1,2042.07,2042.07,226.88
2024-02-27,CUST0034,Mumbai,Technology,Laptop,2,105.32,210.64,30.62
2024-06-26,CUST0031,Delhi,Technology,Printer,1,139.51,139.51,16.56
2024-03-21,CUST0027,Chennai,Furniture,Sofa,2,1221.84,2443.68,165.84
2024-06-22,CUST0035,Kolkata,Office Supplies,Notebook,3,1975.33,5925.99,1260.3
2024-03-30,CUST0043,Delhi,Furniture,Chair,9,2860.13,25741.17,4429.12
2024-01-23,CUST0114,Bangalore,Technology,Headphones,3,4607.48,13822.44,2394.26
2024-02-05,CUST0110,Hyderabad,Furniture,Table,2,2988.91,5977.82,758.03
2024-03-13,CUST0185,Mumbai,Furniture,Bookshelf,2,1316.02,2632.04,447.97
2024-04-10,CUST0049,Kolkata,Technology,Laptop,5,1106.68,5533.4,948.34
2024-06-01,CUST0128,Kolkata,Office Supplies,Paper,4,2524.95,10099.8,732.73
2024-04-03,CUST0146,Delhi,Furniture,Chair,6,4676.23,28057.38,2143.49
2024-01-18,CUST0005,Mumbai,Technology,Headphones,8,4776.82,38214.56,7798.58
2024-03-14,CUST0102,Mumbai,Furniture,Bookshelf,4,295.15,1180.6,73.31
2024-06-06,CUST0138,Mumbai,Technology,Printer,7,3538.87,24772.09,1646.99
2024-05-17,CUST0053,Bangalore,Furniture,Bookshelf,2,1618.54,3237.08,492.88
2024-01-17,CUST0175,Kolkata,Office Supplies,Stapler,10,3208.04,32080.4,6958.41
2024-04-26,CUST0112,Chennai,Office Supplies,Stapler,4,383.74,1534.96,103.21
2024-01-04,CUST0045,Chennai,Technology,Laptop,5,3363.79,16818.95,3054.5
2024-03-07,CUST0134,Mumbai,Technology,Headphones,1,902.78,902.78,217.21
2024-01-08,CUST0188,Chennai,Furniture,Bookshelf,3,3773.9,11321.7,2543.9
2024-01-20,CUST0148,Kolkata,Office Supplies,Stapler,5,2666.89,13334.45,1367.98
2024-04-04,CUST0146,Bangalore,Office Supplies,Stapler,9,1864.61,16781.49,2515.91
2024-05-10,CUST0030,Bangalore,Furniture,Bookshelf,2,4481.92,8963.84,1656.73
2024-02-15,CUST0099,Bangalore,Furniture,Chair,1,1298.3,1298.3,187.41
2024-03-10,CUST0185,Hyderabad,Furniture,Sofa,4,1676.83,6707.32,893.76
2024-05-12,CUST0046,Bangalore,Furniture,Bookshelf,2,2560.0,5120.0,1179.59
2024-03-24,CUST0199,Hyderabad,Furniture,Sofa,2,4397.26,8794.52,1962.99
2024-06-08,CUST0078,Kolkata,Furniture,Sofa,1,1907.7,1907.7,206.64
2024-05-19,CUST0198,Bangalore,Furniture,Sofa,6,2999.29,17995.74,2675.47
2024-06-11,CUST0139,Hyderabad,Furniture,Table,1,4668.75,4668.75,255.76
2024-03-19,CUST0189,Kolkata,Technology,Laptop,6,107.16,642.96,116.67
2024-03-12,CUST0016,Bangalore,Furniture,Table,9,4917.27,44255.43,5928.6
2024-04-27,CUST0180,Hyderabad,Furniture,Chair,4,4496.71,17986.84,2769.11
2024-05-31,CUST0101,Chennai,Technology,Laptop,10,568.33,5683.3,435.92
2024-03-21,CUST0075,Hyderabad,Technology,Laptop,7,3345.98,23421.86,1783.38
2024-05-29,CUST0052,Bangalore,Office Supplies,Notebook,6,2318.51,13911.06,1345.51
2024-05-17,CUST0105,Chennai,Furniture,Table,2,905.44,1810.88,259.34
2024-02-10,CUST0031,Chennai,Office Supplies,Pen,8,1610.71,12885.68,1327.25
2024-01-24,CUST0084,Bangalore,Technology,Monitor,10,297.62,2976.2,646.39
2024-02-14,CUST0077,Hyderabad,Technology,Headphones,6,2041.6,12249.6,732.41
2024-01-27,CUST0025,Delhi,Furniture,Sofa,8,2824.17,22593.36,3615.48
2024-02-20,CUST0057,Bangalore,Furniture,Chair,1,402.18,402.18,82.93
2024-01-17,CUST0020,Chennai,Office Supplies,Notebook,2,2953.39,5906.78,601.1
2024-01-11,CUST0085,Chennai,Furniture,Sofa,3,550.7,1652.1,362.56
2024-05-07,CUST0186,Delhi,Office Supplies,Paper,3,4628.25,13884.75,1897.09
2024-03-12,CUST0048,Hyderabad,Furniture,Sofa,7,946.76,6627.32,615.96
2024-05-07,CUST0166,Hyderabad,Office Supplies,Pen,1,3109.12,3109.12,539.11
2024-06-13,CUST0108,Bangalore,Office Supplies,Stapler,1,529.84,529.84,67.08
2024-05-02,CUST0183,Hyderabad,Technology,Headphones,9,3994.75,35952.75,8911.99
2024-02-16,CUST0100,Hyderabad,Technology,Printer,6,4572.12,27432.72,4128.04
2024-01-15,CUST0200,Hyderabad,Furniture,Bookshelf,10,1173.2,11732.0,2688.42
2024-06-17,CUST0026,Bangalore,Office Supplies,Notebook,10,4998.07,49980.7,12235.07
2024-05-27,CUST0015,Bangalore,Furniture,Bookshelf,9,4099.8,36898.2,8613.95
2024-04-01,CUST0189,Kolkata,Office Supplies,Notebook,3,962.89,2888.67,486.75
2024-05-06,CUST0145,Bangalore,Technology,Laptop,6,4743.04,28458.24,4630.76
2024-02-26,CUST0060,Mumbai,Technology,Monitor,3,2503.14,7509.42,511.03
2024-02-15,CUST0034,Hyderabad,Furniture,Sofa,1,1725.5,1725.5,298.21
2024-05-14,CUST0037,Chennai,Office Supplies,Paper,1,823.79,823.79,157.29
2024-03-27,CUST0151,Chennai,Office Supplies,Paper,6,3552.24,21313.44,3888.17
2024-05-04,CUST0112,Kolkata,Office Supplies,Notebook,3,4881.72,14645.16,2877.34
2024-02-27,CUST0158,Hyderabad,Technology,Monitor,3,3565.2,10695.6,1736.92
2024-01-01,CUST0033,Bangalore,Technology,Headphones,7,1603.43,11224.01,2106.74
2024-06-12,CUST0157,Bangalore,Technology,Printer,10,258.68,2586.8,440.99
2024-03-22,CUST0061,Hyderabad,Technology,Laptop,8,789.15,6313.2,1256.76
2024-01-18,CUST0064,Kolkata,Furniture,Chair,6,2288.49,13730.94,1414.87
2024-04-17,CUST0113,Kolkata,Office Supplies,Notebook,2,3630.03,7260.06,432.91
2024-05-02,CUST0097,Chennai,Furniture,Sofa,8,4420.68,35365.44,4252.56
2024-01-06,CUST0009,Hyderabad,Technology,Headphones,3,2311.31,6933.93,1455.01
2024-01-20,CUST0097,Bangalore,Office Supplies,Notebook,2,463.58,927.16,77.9
2024-01-08,CUST0124,Kolkata,Technology,Laptop,6,3010.75,18064.5,3120.26
2024-02-22,CUST0026,Hyderabad,Office Supplies,Pen,10,4459.79,44597.9,3631.19
2024-03-13,CUST0068,Kolkata,Furniture,Sofa,9,3637.99,32741.91,6417.24
2024-01-14,CUST0126,Bangalore,Office Supplies,Pen,2,343.21,686.42,112.82
2024-05-02,CUST0161,Mumbai,Office Supplies,Paper,7,529.38,3705.66,795.9
2024-01-30,CUST0021,Delhi,Furniture,Chair,1,1114.07,1114.07,197.9
2024-05-19,CUST0024,Kolkata,Office Supplies,Stapler,8,2496.57,19972.56,3639.16
2024-03-08,CUST0115,Chennai,Office Supplies,Pen,6,4438.91,26633.46,3299.36
2024-06-27,CUST0016,Bangalore,Office Supplies,Stapler,5,1208.59,6042.95,626.73
2024-02-28,CUST0106,Mumbai,Technology,Laptop,2,3373.89,6747.78,1428.07
2024-05-01,CUST0138,Kolkata,Technology,Laptop,7,4110.19,28771.33,3847.49
2024-05-08,CUST0183,Chennai,Technology,Headphones,8,1564.38,12515.04,1613.95
2024-02-19,CUST0043,Bangalore,Technology,Headphones,2,4751.35,9502.7,1328.55
2024-02-07,CUST0052,Kolkata,Furniture,Chair,7,484.01,3388.07,632.3
2024-04-09,CUST0018,Chennai,Technology,Monitor,6,4562.94,27377.64,6374.47
2024-06-28,CUST0118,Chennai,Technology,Printer,9,1698.02,15282.18,1608.3
2024-01-26,CUST0151,Mumbai,Technology,Printer,2,2130.77,4261.54,339.39
2024-04-08,CUST0106,Hyderabad,Furniture,Chair,5,4350.63,21753.15,4916.8
2024-02-06,CUST0071,Delhi,Technology,Printer,10,3083.91,30839.1,1773.04
2024-01-13,CUST0177,Bangalore,Technology,Printer,1,2039.38,2039.38,460.47
2024-03-12,CUST0078,Hyderabad,Technology,Printer,5,4495.45,22477.25,1214.82
2024-03-09,CUST0114,Hyderabad,Office Supplies,Paper,4,758.49,3033.96,742.85
2024-05-04,CUST0055,Delhi,Technology,Printer,10,3263.22,32632.2,2858.16
2024-05-09,CUST0080,Kolkata,Technology,Monitor,1,2624.82,2624.82,214.7
2024-01-15,CUST0050,Bangalore,Office Supplies,Pen,9,4408.73,39678.57,2213.65
2024-04-04,CUST0051,Hyderabad,Furniture,Chair,8,347.74,2781.92,339.6
2024-04-24,CUST0126,Mumbai,Office Supplies,Stapler,2,3437.75,6875.5,676.46
2024-06-25,CUST0067,Kolkata,Furniture,Sofa,10,2801.54,28015.4,3329.62
2024-02-26,CUST0147,Bangalore,Furniture,Bookshelf,1,1994.17,1994.17,164.68
2024-01-03,CUST0006,Kolkata,Technology,Headphones,4,1418.51,5674.04,748.41
2024-03-19,CUST0065,Mumbai,Office Supplies,Pen,3,3045.6,9136.8,472.31
2024-02-25,CUST0118,Hyderabad,Technology,Monitor,7,4487.87,31415.09,6921.29
2024-05-10,CUST0027,Chennai,Office Supplies,Notebook,9,4139.12,37252.08,4821.56
2024-01-28,CUST0077,Kolkata,Technology,Monitor,9,3271.98,29447.82,5059.43
2024-06-16,CUST0071,Hyderabad,Office Supplies,Paper,6,4942.97,29657.82,5282.62
2024-04-13,CUST0015,Mumbai,Technology,Monitor,4,834.65,3338.6,678.05
